COLOR_GrasSurface
N045.12.54.610 E005.50.40.815
N045.12.54.630 E005.50.40.855
N045.12.54.773 E005.50.41.041
N045.12.54.797 E005.50.41.083
N045.12.54.792 E005.50.41.132
N045.12.54.763 E005.50.41.244
N045.12.54.715 E005.50.41.316
N045.12.54.087 E005.50.42.300
N045.12.54.312 E005.50.42.636

COLOR_RunwayConcrete
N045.12.56.339 E005.50.47.376
N045.12.56.875 E005.50.46.569
N045.12.56.308 E005.50.45.791
N045.12.55.761 E005.50.46.585

COLOR_RunwayConcrete
N045.13.08.102 E005.51.03.987
N045.13.08.679 E005.51.04.747
N045.13.09.551 E005.51.03.437
N045.13.08.980 E005.51.02.660

COLOR_RunwayGrass
N045.12.54.887 E005.50.35.038
N045.13.15.803 E005.51.03.159
N045.13.17.636 E005.51.00.549
N045.12.56.709 E005.50.32.279

COLOR_GrasSurface
N045.13.08.422 E005.51.05.040
N045.13.08.340 E005.51.05.048
N045.13.08.259 E005.51.05.100
N045.13.08.163 E005.51.05.182
N045.13.08.109 E005.51.05.253
N045.13.08.057 E005.51.05.330
N045.13.08.019 E005.51.05.398
N045.13.08.004 E005.51.05.474
N045.13.08.014 E005.51.05.529
N045.13.08.008 E005.51.05.606
N045.13.08.044 E005.51.05.657
N045.13.09.926 E005.51.08.261
N045.13.10.008 E005.51.08.329
N045.13.10.087 E005.51.08.384
N045.13.10.166 E005.51.08.398
N045.13.10.247 E005.51.08.352
N045.13.10.311 E005.51.08.268
N045.13.10.370 E005.51.08.162
N045.13.10.419 E005.51.08.030
N045.13.10.432 E005.51.07.906
N045.13.10.397 E005.51.07.750
N045.13.10.287 E005.51.07.543
N045.13.10.081 E005.51.07.249
N045.13.09.909 E005.51.07.014
N045.13.09.784 E005.51.06.851
N045.13.09.648 E005.51.06.648
N045.13.08.575 E005.51.05.188
N045.13.08.495 E005.51.05.085

COLOR_GrasSurface
N045.13.07.512 E005.51.04.975
N045.13.07.605 E005.51.04.988
N045.13.07.664 E005.51.04.959
N045.13.07.729 E005.51.04.895
N045.13.07.895 E005.51.04.664
N045.13.07.907 E005.51.04.531
N045.13.07.908 E005.51.04.418
N045.13.07.894 E005.51.04.314
N045.13.07.833 E005.51.04.213
N045.13.03.733 E005.50.58.612
N045.13.03.638 E005.50.58.511
N045.13.03.526 E005.50.58.422
N045.13.03.427 E005.50.58.357
N045.13.03.334 E005.50.58.336
N045.13.03.240 E005.50.58.334
N045.13.03.125 E005.50.58.382
N045.13.03.063 E005.50.58.457
N045.13.02.971 E005.50.58.615
N045.13.02.931 E005.50.58.724
N045.13.02.959 E005.50.58.832
N045.13.07.369 E005.51.04.790

COLOR_Building
N045.13.07.456 E005.50.40.733
N045.13.08.486 E005.50.40.990
N045.13.08.539 E005.50.40.582
N045.13.07.490 E005.50.40.367

COLOR_Building
N045.13.10.313 E005.50.40.613
N045.13.09.363 E005.50.40.427
N045.13.09.333 E005.50.40.499
N045.13.09.169 E005.50.40.480
N045.13.09.099 E005.50.41.452
N045.13.10.221 E005.50.41.711

COLOR_Building
N045.13.10.801 E005.50.42.948
N045.13.10.813 E005.50.41.727
N045.13.10.342 E005.50.41.704
N045.13.10.289 E005.50.42.930

COLOR_Building
N045.13.09.061 E005.50.42.500
N045.13.08.665 E005.50.41.992
N045.13.07.745 E005.50.43.395
N045.13.08.095 E005.50.43.870

COLOR_Building
N045.13.10.733 E005.50.44.486
N045.13.10.334 E005.50.43.967
N045.13.09.434 E005.50.45.345
N045.13.09.798 E005.50.45.832

COLOR_Building
N045.12.51.842 E005.50.47.018
N045.12.51.784 E005.50.47.167
N045.12.52.365 E005.50.47.860
N045.12.52.443 E005.50.47.731
N045.12.52.496 E005.50.47.805
N045.12.52.979 E005.50.47.040
N045.12.52.224 E005.50.46.105
N045.12.51.754 E005.50.46.890

COLOR_Building
N045.12.52.920 E005.50.48.413
N045.12.53.373 E005.50.47.621
N045.12.52.978 E005.50.47.094
N045.12.52.506 E005.50.47.866

COLOR_Building
N045.12.52.828 E005.50.48.620
N045.12.53.790 E005.50.49.881
N045.12.54.358 E005.50.48.888
N045.12.53.415 E005.50.47.596

COLOR_Building
N045.12.54.899 E005.50.49.900
N045.12.54.850 E005.50.49.853
N045.12.54.817 E005.50.49.906
N045.12.54.866 E005.50.49.953

COLOR_Building
N045.12.54.826 E005.50.49.756
N045.12.54.788 E005.50.49.711
N045.12.54.748 E005.50.49.761
N045.12.54.793 E005.50.49.804

COLOR_Building
N045.12.55.314 E005.50.50.285
N045.12.55.203 E005.50.50.145
N045.12.55.126 E005.50.50.262
N045.12.55.234 E005.50.50.393

COLOR_Building
N045.12.54.769 E005.50.51.214
N045.12.56.103 E005.50.53.059
N045.12.56.708 E005.50.52.061
N045.12.55.366 E005.50.50.255

COLOR_Building
N045.12.56.936 E005.50.53.072
N045.12.56.883 E005.50.53.028
N045.12.56.751 E005.50.53.279
N045.12.56.942 E005.50.53.527
N045.12.57.011 E005.50.53.397
N045.12.57.060 E005.50.53.318
N045.12.57.283 E005.50.53.662
N045.12.57.125 E005.50.53.926
N045.12.57.374 E005.50.54.253
N045.12.57.777 E005.50.53.609
N045.12.57.167 E005.50.52.742

COLOR_Building
N045.12.58.130 E005.50.54.573
N045.12.58.294 E005.50.54.278
N045.12.58.067 E005.50.53.994
N045.12.57.888 E005.50.54.291

COLOR_Building
N045.13.00.936 E005.50.57.817
N045.12.58.575 E005.50.54.681
N045.12.58.212 E005.50.55.223
N045.13.00.590 E005.50.58.344

COLOR_Building
N045.12.58.236 E005.50.55.548
N045.12.58.028 E005.50.55.898
N045.12.58.168 E005.50.56.080
N045.12.58.386 E005.50.55.741

COLOR_Building
N045.12.57.970 E005.50.55.972
N045.12.57.678 E005.50.56.373
N045.12.57.805 E005.50.56.571
N045.12.58.102 E005.50.56.139

COLOR_Building
N045.13.01.277 E005.50.59.341
N045.12.58.725 E005.50.55.921
N045.12.58.256 E005.50.56.713
N045.13.00.778 E005.51.00.074

COLOR_Building
N045.13.01.286 E005.50.59.313
N045.13.01.650 E005.50.58.785
N045.13.01.158 E005.50.58.134
N045.13.00.813 E005.50.58.649

COLOR_Building
N045.12.55.410 E005.50.55.460
N045.12.55.691 E005.50.55.855
N045.12.55.915 E005.50.55.532
N045.12.55.625 E005.50.55.134

COLOR_Building
N045.12.55.913 E005.50.56.139
N045.12.56.109 E005.50.55.827
N045.12.55.995 E005.50.55.663
N045.12.55.796 E005.50.55.967

COLOR_Building
N045.12.57.796 E005.50.58.004
N045.12.57.163 E005.50.57.145
N045.12.56.721 E005.50.57.920
N045.12.57.327 E005.50.58.708

COLOR_Building
N045.12.57.385 E005.50.58.788
N045.12.57.918 E005.50.59.481
N045.12.57.851 E005.50.59.635
N045.12.58.147 E005.51.00.013
N045.12.58.070 E005.51.00.167
N045.12.58.400 E005.51.00.592
N045.12.59.046 E005.50.59.629
N045.12.57.855 E005.50.58.034

COLOR_Building
N045.12.58.449 E005.51.00.720
N045.12.59.448 E005.51.02.068
N045.12.59.432 E005.51.02.121
N045.12.59.483 E005.51.02.179
N045.12.59.542 E005.51.02.129
N045.13.00.004 E005.51.02.785
N045.13.00.696 E005.51.01.698
N045.12.59.143 E005.50.59.607

COLOR_Building
N045.13.02.652 E005.51.00.103
N045.13.02.467 E005.50.59.863
N045.13.02.430 E005.50.59.926
N045.13.02.343 E005.50.59.786
N045.13.02.192 E005.51.00.008
N045.13.02.272 E005.51.00.149
N045.13.02.236 E005.51.00.240
N045.13.02.407 E005.51.00.463

COLOR_Building
N045.13.02.504 E005.51.02.916
N045.13.02.300 E005.51.02.629
N045.13.02.159 E005.51.02.838
N045.13.02.370 E005.51.03.111

COLOR_Building
N045.13.03.039 E005.51.03.840
N045.13.02.917 E005.51.03.682
N045.13.02.758 E005.51.03.942
N045.13.02.876 E005.51.04.082

COLOR_Building
N045.13.03.458 E005.51.04.477
N045.13.03.401 E005.51.04.398
N045.13.03.624 E005.51.04.057
N045.13.03.369 E005.51.03.731
N045.13.02.947 E005.51.04.365
N045.13.03.237 E005.51.04.764

COLOR_Building
N045.13.04.909 E005.51.04.962
N045.13.05.498 E005.51.04.063
N045.13.04.865 E005.51.03.166
N045.13.04.263 E005.51.04.104

COLOR_Building
N045.13.05.705 E005.51.06.041
N045.13.06.316 E005.51.05.128
N045.13.05.552 E005.51.04.086
N045.13.04.962 E005.51.05.047

COLOR_Building
N045.13.06.237 E005.51.06.772
N045.13.06.823 E005.51.05.853
N045.13.06.363 E005.51.05.238
N045.13.05.755 E005.51.06.143

COLOR_Building
N045.13.07.402 E005.51.06.616
N045.13.06.794 E005.51.07.526
N045.13.07.251 E005.51.08.136
N045.13.07.869 E005.51.07.261

COLOR_Building
N045.13.09.486 E005.51.09.939
N045.13.09.619 E005.51.09.822
