COLOR_GrasSurface          
N042.31.38.652 E008.47.24.329
N042.31.38.509 E008.47.24.332
N042.31.38.508 E008.47.24.237
N042.31.38.362 E008.47.24.235
N042.31.38.360 E008.47.24.717
N042.31.38.317 E008.47.24.741
N042.31.38.298 E008.47.24.772
N042.31.38.283 E008.47.24.806
N042.31.38.273 E008.47.24.833
N042.31.38.265 E008.47.24.852
N042.31.37.540 E008.47.24.864

COLOR_Building             
N042.31.32.805 E008.47.25.339
N042.31.32.807 E008.47.24.967
N042.31.32.830 E008.47.24.961
N042.31.32.852 E008.47.24.954
N042.31.32.883 E008.47.24.950
N042.31.32.914 E008.47.24.947
N042.31.32.964 E008.47.24.945
N042.31.33.000 E008.47.24.944
N042.31.33.035 E008.47.24.944
N042.31.33.077 E008.47.24.945
N042.31.33.128 E008.47.24.950
N042.31.33.181 E008.47.24.958
N042.31.33.233 E008.47.24.968
N042.31.33.275 E008.47.24.980
N042.31.33.307 E008.47.24.991
N042.31.33.339 E008.47.25.002
N042.31.33.370 E008.47.25.011
N042.31.33.395 E008.47.25.017
N042.31.33.430 E008.47.25.019
N042.31.33.480 E008.47.25.023
N042.31.33.518 E008.47.25.020
N042.31.33.567 E008.47.25.014
N042.31.33.569 E008.47.25.105
N042.31.33.773 E008.47.25.105
N042.31.33.774 E008.47.23.679
N042.31.33.749 E008.47.23.678
N042.31.33.748 E008.47.23.624
N042.31.33.571 E008.47.23.620
N042.31.33.569 E008.47.23.572
N042.31.28.487 E008.47.23.603
N042.31.28.483 E008.47.24.180
N042.31.28.311 E008.47.24.180
N042.31.28.310 E008.47.25.336

COLOR_Building             
N042.31.24.423 E008.47.25.621
N042.31.24.188 E008.47.25.620
N042.31.24.189 E008.47.25.350
N042.31.24.017 E008.47.25.351
N042.31.24.013 E008.47.25.614
N042.31.23.881 E008.47.25.614
N042.31.23.880 E008.47.25.768
N042.31.23.895 E008.47.25.770
N042.31.23.891 E008.47.27.019
N042.31.24.407 E008.47.27.016

COLOR_Building             
N042.31.24.324 E008.47.24.045
N042.31.23.966 E008.47.24.047
N042.31.23.975 E008.47.24.908
N042.31.24.327 E008.47.24.905

COLOR_Building             
N042.31.22.663 E008.47.24.596
N042.31.22.658 E008.47.24.068
N042.31.22.359 E008.47.24.071
N042.31.22.359 E008.47.24.118
N042.31.22.233 E008.47.24.121
N042.31.22.236 E008.47.24.597

COLOR_Building             
N042.31.22.162 E008.47.26.097
N042.31.22.605 E008.47.26.098
N042.31.22.614 E008.47.26.838
N042.31.22.873 E008.47.26.834
N042.31.22.867 E008.47.25.620
N042.31.22.789 E008.47.25.622
N042.31.22.783 E008.47.25.493
N042.31.22.154 E008.47.25.501

COLOR_Building             
N042.31.44.380 E008.47.19.618
N042.31.44.894 E008.47.19.565
N042.31.44.850 E008.47.18.708
N042.31.44.330 E008.47.18.752

COLOR_Stopbar       
N042.31.43.971 E008.47.31.202
N042.31.43.970 E008.47.31.257
N042.31.44.329 E008.47.31.258
N042.31.44.330 E008.47.31.206						   

COLOR_Stopbar       
N042.31.13.995 E008.47.31.837
N042.31.13.222 E008.47.31.754
N042.31.13.223 E008.47.31.669
N042.31.13.994 E008.47.31.772

COLOR_Stopbar       
N042.31.17.819 E008.47.31.816
N042.31.17.131 E008.47.31.825
N042.31.17.105 E008.47.31.755
N042.31.17.819 E008.47.31.754
						   

COLOR_Stopbar       
N042.31.20.401 E008.47.31.690
N042.31.20.973 E008.47.31.669
N042.31.20.959 E008.47.31.563
N042.31.20.361 E008.47.31.563

COLOR_Stopbar       
N042.31.27.222 E008.47.31.627
N042.31.28.168 E008.47.31.607
N042.31.28.189 E008.47.31.526
N042.31.28.188 E008.47.31.502
N042.31.27.217 E008.47.31.519
